Farmer_ID,Application_Date,Age,Gender,Education_Level,Marital_Status,Family_Size,Dependents,Farming_Experience_Years,State,District,Farm_Size_Acres,Land_Ownership,Soil_Type,Soil_Quality_Index,Irrigation_Availability,Primary_Crop,Secondary_Crop,Annual_Rainfall_mm,Average_Temperature_C,Humidity_Percent,Flood_Risk,Drought_Risk,Cyclone_Risk,Pest_Risk,Weather_Risk_Index,Climate_Zone,Average_Yield_Last3Years_TonsPerAcre,Crop_Insurance,Government_Subsidy,MSP_Eligible,Annual_Farm_Income,Annual_Farm_Expenses,Tractor_Ownership,Farm_Equipment_Value,Livestock_Count,Asset_Value,Liability_Value,Savings,Bank_Balance,Credit_Score,Existing_Loan_Count,Existing_Loan_Amount,Previous_Default,Repayment_History_Score,Debt_to_Income_Ratio,Loan_Amount_Requested,Loan_Purpose,Interest_Rate_Percent,Loan_Tenure_Months,EMI,Income_Stability_Index,Farm_Productivity_Index,Climate_Risk_Index,Financial_Health_Index,Loan_Affordability_Index,Asset_Strength_Index,Overall_Risk_Factor,Risk_Score,Loan_Status,Application_year,Application_month,Application_day
AGR108279,2021-12-23,45.0,Unknown,Higher Secondary,Widowed,5.0,3.0,28.0,Madhya Pradesh,Ujjain,2.87,Owned,Red,59.6,,Soybean,Cotton,1036.6,25.6,33.5,,,,High,28.8,Semi-Arid,3.45,,,,151639.0,99206.0,,18601.0,6.0,382476.0,107440.0,31453.0,13229.0,493.0,0.0,0.0,,98.1,0.071,83419.0,Farm Expansion,12.72,6.0,14423.69,47.7,45.6,26.9,65.7,7.2,49.1,71.8,40.2,Approved with Conditions,2021,12,23
AGR103339,2024-05-14,32.0,Male,Primary,Single,4.0,2.0,13.0,Karnataka,Belagavi,7.71,Owned,Laterite,38.3,,Millets,Sugarcane,1759.9,25.9,56.8,,,,Low,5.9,Humid Sub-Tropical,3.38,,,,204168.0,113054.0,,106845.0,3.0,1070652.0,416315.0,12203.0,2498.0,331.0,1.0,283696.0,,42.2,1.593,39951.0,Seeds,14.09,24.0,1945.41,72.8,49.3,2.5,25.1,47.4,46.5,89.0,7.5,Rejected,2024,5,14
AGR113482,2022-06-16,39.0,Male,Higher Secondary,Married,4.0,2.0,18.0,Bihar,Muzaffarpur,15.84,Mixed,Clay Loam,62.3,,Rice,Pulses,1155.2,26.0,43.2,,,,Medium,80.9,Semi-Arid,3.19,,,,811456.0,531685.0,,165140.0,2.0,1208819.0,222747.0,79474.0,11926.0,447.0,1.0,40246.0,,78.4,0.077,187558.0,Irrigation,15.33,48.0,5250.88,42.1,41.4,78.8,65.0,71.3,60.7,71.3,41.6,Approved with Conditions,2022,6,16
AGR109802,2024-02-01,35.0,Male,Primary,Married,9.0,5.0,14.0,Telangana,Warangal,1.98,Leased,Black,70.3,Unknown,Rice,Maize,957.8,31.7,32.5,,,,Medium,18.3,Semi-Arid,3.33,Unknown,,,68488.0,28030.0,Unknown,32505.0,5.0,146693.0,17018.0,10749.0,3049.0,358.0,1.0,144863.0,,59.8,2.14,21262.0,Livestock,15.0,6.0,3700.23,57.8,54.6,11.4,31.0,21.1,49.6,89.6,23.3,Rejected,2024,2,1
AGR117584,2022-10-06,53.0,Male,Primary,Married,9.0,5.0,37.0,Uttar Pradesh,Varanasi,3.09,Owned,Clay,65.4,,Rice,Potato,1014.1,24.3,42.3,,,Unknown,Medium,26.6,Semi-Arid,3.89,,,,159435.0,94191.0,,8611.7,3.0,408862.0,136912.0,20658.0,8747.0,457.0,0.0,0.0,,76.6,0.086,56174.0,Equipment,13.85,6.0,9744.22,50.9,58.5,24.5,57.9,26.1,51.9,67.3,43.2,Approved with Conditions,2022,10,6
AGR104640,2022-11-13,45.0,Male,Secondary,Married,2.0,1.0,50.0,Uttar Pradesh,Unknown,5.63,Owned,Clay,74.2,,Sugarcane,Potato,850.9,21.2,60.6,,,,Low,14.0,Semi-Arid,3.86,,,,401494.0,162131.0,,33523.0,4.0,472290.0,145080.0,13603.0,4816.0,463.0,1.0,53554.0,,59.5,0.17,230110.0,Farm Expansion,14.6,24.0,11113.39,66.1,62.7,5.6,67.8,60.7,48.7,58.9,47.8,Approved with Conditions,2022,11,13
AGR113429,2021-04-13,47.0,Male,Post Graduate,Married,10.0,4.0,29.0,Uttarakhand,Nainital,5.33,Shared,Alluvial,65.6,,Rice,Millets,1265.6,23.2,52.0,,,,Low,10.2,Semi-Arid,4.63,,,,289206.0,191157.0,,189004.0,5.0,1038566.0,344782.0,18530.0,14112.0,416.0,4.0,132092.0,,67.4,0.576,121028.0,Irrigation,16.0,12.0,2783.61,55.3,66.9,0.0,58.4,38.8,59.5,63.1,28.6,Rejected,2021,4,13
AGR117551,2021-01-17,28.0,Male,Illiterate,Married,5.0,2.0,9.0,Uttar Pradesh,Varanasi,4.37,Shared,Clay,57.9,,Rice,Potato,851.1,27.6,48.8,,,,Medium,24.0,Semi-Arid,2.69,,,,151029.0,69609.0,,91381.0,2.0,609368.0,130972.0,18390.0,5686.0,517.0,0.0,0.0,,77.2,0.153,89553.0,Unknown,12.17,48.0,2365.8,52.1,41.9,19.8,67.6,76.3,49.1,56.0,53.4,Approved,2021,1,17
AGR111795,2022-02-02,32.0,Male,Secondary,Single,6.0,2.0,16.0,Andhra Pradesh,Kurnool,11.9,Shared,Alluvial,77.5,,Rice,Sugarcane,1185.9,30.7,41.7,,,,Medium,22.8,Unknown,3.6,,,,357873.0,223315.0,,116521.0,3.0,1371749.0,442562.0,86570.0,24023.0,530.0,0.0,0.0,,87.6,0.124,125152.0,Equipment,14.09,36.0,4270.87,56.7,55.7,22.7,62.3,67.5,50.6,55.1,45.9,Approved,2022,2,2
AGR109821,2025-01-07,40.0,Male,Graduate,Single,6.0,3.0,19.0,Chhattisgarh,Durg,1.72,Mixed,Red,61.3,,Maize,Pulses,834.3,26.6,21.7,,,,Low,75.8,Semi-Arid,3.89,,,,66245.0,57722.0,,322935.0,4.0,439574.0,150437.0,13396.0,10145.0,505.0,1.0,59853.0,,77.6,1.131,46824.0,Storage,14.41,120.0,738.47,41.0,60.4,73.2,48.6,60.1,55.1,79.0,40.2,Approved with Conditions,2025,1,7
AGR104082,2025-08-27,66.0,Male,Graduate,Married,6.0,3.0,47.0,Andhra Pradesh,Vijayawada,0.5,Leased,Alluvial,66.0,,Chilli,Unknown,929.4,29.8,45.1,,,,High,27.1,Semi-Arid,3.83,,,,50000.0,45790.0,,3172.0,1.0,86105.0,34570.0,6525.0,4423.0,371.0,1.0,106459.0,,79.9,2.198,22748.0,Farm Expansion,15.06,12.0,2053.86,50.2,57.2,20.6,33.6,23.6,60.5,95.5,44.5,Approved with Conditions,2025,8,27
AGR112866,2023-06-26,51.0,Male,Primary,Unknown,12.0,5.0,36.0,Bihar,Bhagalpur,11.0,Owned,Clay Loam,65.7,,Maize,Jute,1433.6,22.8,50.1,,,,Medium,50.5,Semi-Arid,3.63,,,,50000.0,23111.0,,151769.0,2.0,182641.0,63224.0,11400.0,7041.0,339.0,1.0,149176.0,,83.7,3.11,64077.0,Livestock,14.09,24.0,2783.61,46.8,62.4,36.4,15.4,28.7,54.6,100.0,27.0,Rejected,2023,6,26
AGR109597,2021-07-28,50.0,Male,Secondary,Married,5.0,2.0,32.0,Rajasthan,Jaipur,2.38,Unknown,Sandy,47.7,,Bajra,Pulses,694.1,30.1,20.5,,,,Medium,40.9,Arid,2.94,,,,81798.0,83436.0,,164108.0,2.0,463816.0,206355.0,9458.0,549.0,334.0,1.0,153846.0,,61.8,2.133,63100.0,Equipment,15.42,36.0,3071.99,63.3,42.5,48.9,25.6,20.1,50.9,91.5,32.7,Rejected,2021,7,28
AGR114017,2025-12-17,47.0,Male,Illiterate,Married,2.0,1.0,28.0,Madhya Pradesh,Gwalior,4.06,Leased,Red,44.4,,Soybean,Gram,769.0,29.1,42.2,,,,Low,3.4,Semi-Arid,3.61,Unknown,,,70771.0,30588.0,,44886.0,0.0,163746.0,34001.0,3807.0,1726.0,300.0,2.0,1167711.0,,82.7,5.0,20000.0,Fertilizer,15.98,36.0,486.1,60.5,61.7,5.7,0.0,16.3,44.6,100.0,26.8,Rejected,2025,12,17
AGR107777,2023-01-20,49.0,Male,Higher Secondary,Married,6.0,3.0,30.0,Assam,Jorhat,2.27,Owned,Loamy,84.3,,Rice,Maize,1735.6,24.1,63.6,,,,Medium,73.5,Humid Sub-Tropical,4.08,,,,93080.0,56075.0,,21423.0,7.0,284190.0,27452.0,140408.0,3442.0,536.0,0.0,0.0,,99.2,0.029,34418.0,Irrigation,12.98,60.0,782.74,53.5,70.0,67.5,70.4,74.1,46.1,67.1,58.5,Approved,2023,1,20
AGR115142,2024-11-23,19.0,Male,Illiterate,Married,4.0,2.0,27.0,Punjab,Ludhiana,2.74,Owned,Alluvial,78.4,,Wheat,Maize,697.5,21.6,34.8,,,,Medium,20.4,Arid,2.89,,,,106517.0,53296.0,,185044.0,7.0,437618.0,60884.0,17990.0,11849.0,403.0,0.0,0.0,,76.8,0.057,20000.0,Seeds,14.19,48.0,548.45,47.9,52.4,13.3,60.4,64.1,51.0,56.2,39.8,Approved with Conditions,2024,11,23
AGR100189,2024-03-19,36.0,Male,Primary,Married,7.0,4.0,21.0,Bihar,Patna,3.14,Mixed,Alluvial,64.9,,Rice,Unknown,1581.6,22.3,52.3,,,,Medium,31.7,Unknown,3.57,,,,106085.0,44228.0,,193324.0,2.0,566846.0,139386.0,15368.0,3051.0,493.0,0.0,0.0,,94.7,0.131,20000.0,Fertilizer,12.7,120.0,295.06,59.4,52.4,36.3,70.5,79.8,55.7,55.6,51.8,Approved,2024,3,19
AGR112914,2023-11-22,28.0,Male,Post Graduate,Single,8.0,2.0,12.0,Uttar Pradesh,Meerut,8.39,Owned,Alluvial,87.4,,Rice,Pulses,913.8,26.3,43.0,,,,Low,37.3,Semi-Arid,4.13,,,,428799.0,269463.0,,69082.0,3.0,926966.0,430321.0,41715.0,31407.0,448.0,2.0,300123.0,,88.9,0.8,56535.0,Fertilizer,13.37,6.0,9793.42,57.6,69.5,35.2,54.5,53.2,58.2,70.5,44.8,Approved with Conditions,2023,11,22
AGR101855,2023-05-28,55.0,Male,Post Graduate,Married,7.0,2.0,38.0,Himachal Pradesh,Mandi,3.48,Leased,Mountain,50.1,,Unknown,Wheat,1372.6,10.4,50.5,,,Unknown,Low,10.3,Temperate/Hill,4.15,,,,358913.0,158069.0,,123584.0,1.0,676041.0,94166.0,25390.0,21165.0,538.0,0.0,0.0,,72.7,0.026,210642.0,Greenhouse,12.8,36.0,7077.18,65.7,58.3,2.2,67.8,76.4,50.9,52.3,58.5,Approved,2023,5,28
AGR117878,2025-12-27,24.0,Male,Graduate,Married,6.0,3.0,9.0,Uttar Pradesh,Lucknow,8.36,Leased,Clay,64.9,,Sugarcane,Mustard,1069.8,26.0,52.7,,,,Medium,12.7,Semi-Arid,3.6,Unknown,,,640032.0,432306.0,,192219.0,3.0,1130663.0,293493.0,19789.0,10165.0,541.0,1.0,76018.0,,81.2,0.165,353133.0,Cold Storage,12.59,12.0,31472.5,50.8,67.0,15.0,67.2,50.0,50.0,61.7,41.5,Approved with Conditions,2025,12,27
AGR106249,2025-08-06,54.0,Male,Graduate,Married,6.0,3.0,39.0,Rajasthan,Bikaner,5.7,Owned,Arid,64.9,,Bajra,Guar,254.3,34.1,34.9,,,,Medium,54.5,Arid,1.84,,,,74345.0,46264.0,,716357.0,4.0,705495.0,250906.0,4859.0,10004.0,410.0,0.0,0.0,,69.1,0.337,20000.0,Fertilizer,14.68,36.0,690.2,45.7,15.6,53.3,61.3,61.3,49.3,81.6,33.9,Rejected,2025,8,6
AGR119920,2024-02-05,55.0,Male,Secondary,Single,8.0,5.0,38.0,Haryana,Unknown,1.42,Owned,Sandy Loam,64.0,,Wheat,Bajra,1058.85,29.4,45.6,,,,High,97.0,Arid,3.49,,,,85897.0,15230.0,,139736.0,5.0,322562.0,68132.0,14755.0,11657.0,425.0,1.0,42475.0,,79.3,0.574,20000.0,Seeds,14.24,12.0,1798.0,32.2,53.6,84.9,48.2,56.6,48.9,85.9,28.4,Rejected,2024,2,5
AGR107420,2023-08-21,56.0,Male,Illiterate,Married,5.0,3.0,35.0,Haryana,Hisar,2.69,Owned,Alluvial,72.6,,Wheat,Sugarcane,616.1,23.5,44.4,,,,Low,20.6,Arid,3.04,,,,113391.0,93923.0,,89484.0,5.0,271957.0,98320.0,23160.0,4705.0,454.0,0.0,0.0,,79.2,0.087,78528.0,Farm Expansion,12.62,24.0,3719.31,31.6,47.7,9.3,58.5,62.3,55.9,62.5,50.7,Approved with Conditions,2023,8,21
AGR100336,2023-09-20,34.0,Male,Graduate,Unknown,7.0,4.0,15.0,Haryana,Rohtak,1.92,Owned,Alluvial,80.5,,Wheat,Bajra,647.3,16.7,29.2,,,,Low,43.8,Temperate/Hill,3.31,,,,89813.0,45802.0,,605326.0,2.0,436617.0,101282.0,6475.0,8747.0,450.0,1.0,62053.0,,69.9,0.804,20000.0,Seeds,15.09,36.0,694.16,40.4,55.5,46.1,47.7,73.6,47.1,80.2,41.3,Approved with Conditions,2023,9,20
AGR109391,2021-06-19,18.0,Male,Higher Secondary,Married,3.0,2.0,0.0,West Bengal,Kolkata,0.5,Owned,Alluvial,85.0,,Unknown,Potato,1926.4,24.9,51.8,,,,Low,29.4,Humid Sub-Tropical,3.36,,,,50000.0,10000.0,,132343.0,4.0,128337.0,28794.0,9393.0,6318.0,300.0,1.0,460477.0,,79.1,5.0,21443.0,Storage,16.0,12.0,1945.58,43.0,52.7,26.5,0.0,0.0,51.9,100.0,18.9,Rejected,2021,6,19
AGR104010,2022-08-18,42.0,Male,Unknown,Married,7.0,3.0,22.0,Bihar,Darbhanga,1.43,Leased,Alluvial,66.9,,Maize,Wheat,1058.85,28.0,51.9,,,,Low,64.6,Semi-Arid,3.78,Unknown,,,88338.0,47504.0,,496544.0,0.0,439114.0,191644.0,2671.0,5379.0,513.0,0.0,0.0,,86.2,0.217,1000.0,Fertilizer,13.52,36.0,678.86,59.3,55.3,57.3,68.4,78.9,53.4,62.7,50.4,Approved,2022,8,18
AGR110838,2025-06-12,27.0,Male,Primary,Single,6.0,2.0,8.0,Uttar Pradesh,Lucknow,0.62,Owned,Alluvial,74.8,,Rice,Mustard,1222.2,26.4,45.4,,,,Low,9.1,Semi-Arid,3.43,,,,50000.0,31940.0,,50307.0,7.0,103974.0,130972.0,11076.0,3437.0,400.0,0.0,0.0,,76.0,0.053,64077.0,Fertilizer,14.94,6.0,2783.61,56.9,52.4,0.0,67.2,14.0,45.3,63.8,55.4,Approved with Conditions,2025,6,12
AGR113652,2025-12-06,45.0,Unknown,Higher Secondary,Married,7.0,3.0,25.0,Uttar Pradesh,Gorakhpur,3.46,Owned,Alluvial,78.3,,Rice,Potato,891.3,26.3,39.8,Unknown,,,Low,13.7,Semi-Arid,3.94,,,,247677.0,121144.0,,14839.0,6.0,315363.0,37949.0,44213.0,0.0,532.0,0.0,0.0,,85.3,0.015,42977.0,Livestock,12.09,60.0,958.01,61.3,58.2,19.2,67.6,84.7,54.2,48.7,56.4,Approved,2025,12,6
AGR102819,2024-11-11,43.0,Male,Higher Secondary,Married,11.0,5.0,28.0,Unknown,Dhanbad,8.67,Mixed,Red,49.7,,Rice,Pulses,1295.5,25.2,43.9,,,,Low,20.5,Semi-Arid,2.73,,,,447009.0,261642.0,,32010.0,3.0,779739.0,176782.0,111620.0,25930.0,501.0,0.0,0.0,,80.0,0.04,248110.0,Equipment,14.43,24.0,11962.7,46.8,26.2,15.7,62.1,57.7,49.7,55.1,48.4,Approved,2024,11,11
AGR105656,2023-08-16,40.0,Male,Unknown,Married,4.0,2.0,25.0,Chhattisgarh,Korba,11.96,Owned,Clay,68.2,,Rice,Soybean,1058.85,26.8,36.4,,,,Low,58.4,Semi-Arid,3.49,,,,442060.0,225238.0,,58436.0,3.0,1394006.0,232438.0,66375.0,6127.0,584.0,0.0,0.0,,77.6,0.053,64077.0,Equipment,12.49,12.0,15692.76,60.6,51.0,56.6,54.5,57.7,54.9,61.2,53.6,Approved,2023,8,16
AGR116941,2022-08-23,36.0,Male,Graduate,Unknown,9.0,4.0,21.0,Tamil Nadu,Coimbatore,3.74,Leased,Red,63.1,,Rice,Millets,740.3,28.5,44.3,,,,Medium,18.0,Semi-Arid,3.88,,,,278392.0,148901.0,,111221.0,4.0,396747.0,102759.0,67972.0,26222.0,474.0,1.0,40607.0,,84.7,0.187,219677.0,Processing Unit,12.94,84.0,3989.48,58.7,61.5,16.6,58.3,62.4,55.4,60.1,49.3,Approved,2022,8,23
AGR118529,2025-04-05,26.0,Female,Primary,Widowed,3.0,2.0,11.0,Punjab,Patiala,13.33,Leased,Alluvial,64.9,,Rice,Maize,720.0,30.9,35.9,,,,Low,47.8,Semi-Arid,2.92,,,,5523328.0,347632.0,,505077.0,3.0,1198349.0,464417.0,23160.0,26485.0,532.0,0.0,0.0,,84.8,0.067,187059.0,Livestock,13.04,36.0,6306.11,51.5,52.7,49.6,71.8,75.5,42.8,61.5,48.1,Approved,2025,4,5
AGR102708,2023-01-02,57.0,Male,Secondary,Married,9.0,4.0,38.0,Uttar Pradesh,Lucknow,1.56,Owned,Alluvial,67.1,,Rice,Mustard,1191.3,20.9,54.4,,,,Low,16.0,Semi-Arid,4.05,,,,78410.0,48262.0,,45465.0,3.0,117527.0,53112.0,16358.0,1109.0,339.0,1.0,204866.0,,98.2,2.68,20000.0,Seeds,15.06,24.0,970.28,62.7,65.6,14.0,31.9,35.0,47.4,83.0,25.1,Rejected,2023,1,2
AGR100731,2021-10-17,29.0,Male,Primary,Married,5.0,2.0,13.0,Punjab,Jalandhar,21.54,Leased,Alluvial,57.6,,Rice,Maize,723.2,26.6,37.8,,,,Medium,27.2,Semi-Arid,3.59,,,,861031.0,588113.0,,820477.0,2.0,1904687.0,200629.0,44761.0,2800.0,442.0,1.0,102236.0,,69.3,0.142,118324.0,Fertilizer,13.12,120.0,1775.01,45.4,50.4,23.7,60.8,66.6,47.5,56.6,37.6,Approved with Conditions,2021,10,17
AGR100373,2025-05-04,47.0,Male,Secondary,Married,6.0,2.0,27.0,Madhya Pradesh,Bhopal,5.56,Leased,Red,49.4,,Wheat,Gram,1212.1,27.0,55.2,,,,Low,36.7,Semi-Arid,3.72,,,,268163.0,116112.0,,99714.0,4.0,765309.0,216832.0,48228.0,20390.0,477.0,0.0,0.0,,76.3,0.081,37341.0,Seeds,14.05,60.0,869.9,68.8,50.1,43.2,62.1,78.6,47.9,49.5,50.8,Approved,2025,5,4
AGR118513,2022-11-04,52.0,Female,Primary,Married,10.0,3.0,31.0,Bihar,Patna,3.78,Owned,Clay Loam,65.0,,Rice,Jute,722.6,28.9,26.1,,,Unknown,Low,43.7,Semi-Arid,4.1,,,,173778.0,89079.0,,146117.0,6.0,332205.0,42866.0,37293.0,18573.0,545.0,1.0,63516.0,,98.4,0.39,51864.0,Livestock,12.79,36.0,1742.22,55.2,63.7,39.4,65.5,73.0,45.4,64.3,43.7,Approved,2022,11,4
AGR119262,2024-10-11,48.0,Male,Higher Secondary,Married,11.0,6.0,28.0,Telangana,Nizamabad,5.32,Owned,Red,57.0,,Cotton,Turmeric,660.6,26.3,46.1,,,,Medium,13.1,Arid,3.44,,,,336216.0,227464.0,,63198.0,8.0,925324.0,84414.0,49295.0,6473.0,451.0,1.0,76053.0,,69.5,0.251,97685.0,Irrigation,14.91,36.0,3382.2,56.6,54.0,4.2,55.2,62.7,50.9,53.3,43.1,Approved with Conditions,2024,10,11
AGR106522,2025-04-25,34.0,Male,Higher Secondary,Married,4.0,2.0,17.0,Punjab,Patiala,11.03,Mixed,Alluvial,71.9,Unknown,Wheat,Maize,648.0,22.6,31.0,,,,Low,9.3,Arid,4.05,,,,550285.0,262320.0,,91580.0,4.0,769179.0,144053.0,67213.0,30869.0,454.0,1.0,107409.0,,75.4,0.221,64077.0,Greenhouse,14.48,36.0,14391.03,49.4,70.0,36.4,63.1,61.1,44.3,57.9,46.8,Approved with Conditions,2025,4,25
AGR112586,2023-11-27,49.0,Male,Primary,Single,5.0,3.0,33.0,Unknown,Amritsar,3.24,Owned,Loamy,75.8,,Wheat,Maize,691.4,26.3,31.2,,,,Low,8.2,Arid,4.22,,,,143841.0,93209.0,,136660.0,5.0,395791.0,46681.0,32190.0,15391.0,536.0,0.0,0.0,,95.6,0.032,20000.0,Fertilizer,11.5,24.0,936.81,58.6,67.9,11.7,68.5,76.7,52.4,50.4,54.5,Approved,2023,11,27
AGR106539,2022-07-07,65.0,Male,Secondary,Married,8.0,4.0,46.0,Andhra Pradesh,Kurnool,5.3,Owned,Alluvial,55.8,,Chilli,Sugarcane,1594.0,31.2,43.6,,,,Medium,53.7,Humid Sub-Tropical,4.14,,,,338570.0,188730.0,,93577.0,3.0,826711.0,122977.0,82591.0,26914.0,353.0,1.0,30674.0,,57.3,0.127,105114.0,Unknown,15.71,6.0,18330.32,58.4,64.6,49.5,41.1,42.0,51.8,87.6,15.6,Rejected,2022,7,7
AGR118981,2024-07-13,24.0,Male,Primary,Single,7.0,3.0,27.0,Tamil Nadu,Madurai,1.02,Owned,Alluvial,76.6,,Sugarcane,Millets,1228.0,29.6,44.0,,,,Low,3.2,Unknown,3.6,,,,197500.5,32086.0,,109254.0,3.0,177259.0,10827.0,12138.0,11628.0,336.0,1.0,90210.0,,60.6,1.726,20000.0,Livestock,15.93,36.0,702.49,58.8,74.7,0.0,39.3,44.8,53.2,66.7,38.3,Approved with Conditions,2024,7,13
AGR112124,2025-10-19,30.0,Male,Secondary,Married,4.0,2.0,15.0,Himachal Pradesh,Mandi,4.52,Owned,Loamy,66.5,,Maize,Wheat,1202.8,17.9,48.2,,,,Medium,26.1,Temperate/Hill,3.53,Unknown,,,182023.0,120500.0,,88589.0,2.0,488789.0,235745.0,4171.0,5556.0,466.0,1.0,118970.0,,74.2,0.783,137991.0,Farm Expansion,13.16,48.0,3712.97,54.8,57.7,30.9,58.1,61.05,58.0,67.6,36.9,Approved with Conditions,2025,10,19
AGR102130,2025-09-01,44.0,Male,Secondary,Single,6.0,3.0,23.0,Uttar Pradesh,Gorakhpur,17.29,Leased,Clay,57.1,,Rice,Potato,1239.9,22.8,45.2,,,,Low,44.1,Semi-Arid,3.16,,,,639476.0,301239.0,,76830.0,1.0,1907225.0,635679.0,20864.0,12063.0,517.0,1.0,0.0,,80.6,0.099,64077.0,Fertilizer,14.09,36.0,8114.62,61.2,44.3,51.4,59.8,67.6,45.9,53.0,53.4,Approved,2025,9,1
AGR101831,2025-11-01,34.0,Male,Primary,Married,5.0,2.0,16.0,Uttarakhand,Haridwar,6.94,Owned,Alluvial,64.9,,Wheat,Millets,1705.2,14.2,48.6,,,,Low,3.2,Temperate/Hill,4.39,,,,516468.0,253008.0,,62722.0,6.0,864723.0,133503.0,76430.0,12110.0,485.0,0.0,0.0,,76.8,0.026,133266.0,Irrigation,12.04,12.0,11842.99,70.8,76.6,0.0,63.1,69.1,49.4,48.1,48.7,Approved,2025,11,1
AGR118949,2021-07-07,51.0,Male,Primary,Married,5.0,3.0,34.0,Odisha,Puri,8.52,Owned,Unknown,44.1,,Groundnut,Pulses,1301.0,26.7,46.0,,,,Low,5.4,Semi-Arid,2.89,,,,301636.0,177688.0,,587470.0,7.0,855269.0,50534.0,48545.0,17167.0,463.0,1.0,130651.0,Unknown,77.7,0.45,463148.0,Processing Unit,14.48,6.0,80484.26,53.9,36.4,2.2,61.2,0.0,41.5,73.8,39.4,Approved with Conditions,2021,7,7
AGR107458,2021-12-25,42.0,Male,Higher Secondary,Married,6.0,3.0,21.0,Haryana,Sirsa,1.88,Owned,Alluvial,74.0,,Mustard,Sugarcane,483.3,23.0,24.8,,,,Low,40.4,Arid,2.51,Unknown,,,77808.0,59331.0,,45983.0,3.0,152370.0,57196.0,7467.0,5930.0,437.0,1.0,31942.0,,81.2,0.484,94252.0,Cold Storage,15.43,24.0,4589.26,46.8,46.9,30.7,61.5,27.1,48.0,70.3,49.7,Approved with Conditions,2021,12,25
AGR110852,2021-03-15,41.0,Male,Primary,Married,4.0,2.0,26.0,Tamil Nadu,Salem,10.81,Owned,Red,60.1,,Rice,Millets,1125.1,27.9,50.8,,,,Low,60.0,Semi-Arid,4.31,,,,538725.0,193069.0,,331018.0,8.0,1959495.0,830426.0,107380.0,37275.0,508.0,1.0,0.0,,74.2,0.154,487352.0,Farm Expansion,14.61,24.0,23539.62,61.2,65.7,55.1,68.9,42.3,50.3,68.6,58.0,Approved,2021,3,15
AGR119384,2024-05-13,60.0,Other,Secondary,Married,5.0,2.0,40.0,Punjab,Jalandhar,1.37,Owned,Alluvial,77.8,,Wheat,Maize,900.9,30.5,41.7,,,,Medium,16.4,Semi-Arid,3.6,,,,59149.0,58198.0,,92670.0,8.0,171497.0,11262.0,4883.0,7375.0,468.0,2.0,20000.0,,78.9,0.357,35631.0,Unknown,13.34,24.0,1699.75,50.0,71.5,15.6,60.7,50.3,52.8,54.7,36.7,Approved with Conditions,2024,5,13
AGR110936,2023-10-08,38.0,Male,Higher Secondary,Single,4.0,2.0,23.0,Odisha,Cuttack,115.51,Owned,Alluvial,83.8,,Rice,Pulses,1699.2,30.1,57.8,,,,High,28.5,Unknown,4.84,,,,5000000.0,1970566.0,,1595498.0,4.0,19964287.0,5071118.0,1023822.0,292073.0,703.0,0.0,0.0,Unknown,66.3,0.101,2162709.0,Storage,9.29,6.0,370276.84,83.7,66.4,25.9,75.2,29.2,66.7,51.0,65.6,Approved,2023,10,8
AGR100594,2024-10-02,45.0,Male,Post Graduate,Married,9.0,5.0,27.0,Punjab,Jalandhar,9.83,Owned,Alluvial,63.6,,Wheat,Sugarcane,589.7,26.3,31.9,,,,Medium,52.4,Arid,3.36,,,,197500.5,183302.0,,212338.0,4.0,1162350.0,488696.0,55816.0,25445.0,511.0,0.0,0.0,,100.0,0.128,42280.0,Seeds,13.16,36.0,1427.76,61.6,52.4,58.0,67.0,74.3,51.8,56.2,47.4,Approved,2024,10,2
AGR112647,2022-05-16,26.0,Male,Graduate,Married,7.0,4.0,5.0,Madhya Pradesh,Bhopal,53.76,Owned,Black,71.6,,Wheat,Cotton,868.2,26.8,43.2,,,,Medium,20.0,Semi-Arid,2.81,,,,381179.0,137588.0,,92687.0,3.0,1398815.0,351249.0,54198.0,8747.0,554.0,0.0,0.0,,90.8,0.092,384812.0,Farm Expansion,12.63,48.0,10253.89,42.9,40.6,17.2,71.4,66.9,49.0,60.0,56.3,Approved,2022,5,16
AGR105531,2022-11-05,47.0,Unknown,Higher Secondary,Married,10.0,3.0,32.0,West Bengal,Siliguri,7.0,Owned,Clay,50.8,,Jute,Potato,1255.8,28.9,47.0,,,,Medium,50.5,Semi-Arid,2.94,,,,194858.0,135000.0,,76306.0,5.0,826416.0,203070.0,13553.0,0.0,466.0,0.0,0.0,,66.9,0.104,76987.0,Livestock,15.29,36.0,2679.89,28.6,42.4,52.4,68.8,70.8,55.6,64.7,36.2,Approved with Conditions,2022,11,5
AGR106837,2023-09-04,59.0,Male,Higher Secondary,Married,8.0,5.0,43.0,Kerala,Kochi,4.43,Owned,Laterite,46.2,,Coconut,Banana,2476.6,26.3,64.2,,,,Low,7.0,Humid Sub-Tropical,4.62,,,,315132.0,183468.0,,14991.0,0.0,485952.0,56489.0,48459.0,19440.0,530.0,0.0,0.0,,100.0,0.018,33978.0,Seeds,12.12,84.0,2783.61,69.8,60.5,0.4,78.9,85.9,53.0,42.8,56.3,Approved,2023,9,4
